Date,Open,High,Low,Close,Volume,Adj Close,EMA5,EMA10,EMA20,EMA60,EMA120
7/7/11,541,550.68,535.88,546.6,3935500,546.6,528.362,507.093,503.16,522.479,560.98825
7/6/11,533.5,538.51,533.04,535.36,2695600,535.36,518.556,501.134,501.7885,522.9918333,561.5723333
7/5/11,525.3,535.4,525.3,532.44,3849200,532.44,510.214,496.898,500.972,523.7051667,562.2515833
7/1/11,506.74,521.18,506.38,521.03,3636700,521.03,500.286,492.112,500.403,524.4978333,562.948
6/30/11,501.99,506.67,501.5,506.38,2428400,506.38,491.056,488.511,500.5055,525.3836667,563.7245
6/29/11,496.54,500.25,492.38,497.57,2343000,497.57,485.824,487.91,501.5895,526.4288333,564.6416667
6/28/11,484.02,496.21,484.02,493.65,2715100,493.65,483.712,488.448,502.991,527.9306667,565.60775
6/27/11,474,488.4,473.6,482.8,3444700,482.8,483.582,489.92,504.7595,529.5665,566.5695833
6/24/11,480.68,480.75,473.02,474.88,3805600,474.88,483.938,492.113,506.6645,531.2991667,567.5639167
6/23/11,482.13,482.86,473.73,480.22,4801700,480.22,485.966,495.576,508.827,533.0818333,568.6428333
6/22/11,491.45,492.35,486.73,487.01,2407100,487.01,489.996,499.227,510.7995,534.7736667,569.59075
6/21/11,487.19,493.94,484.73,493,2765400,493,493.184,502.443,512.362,536.2461667,570.5228333
6/20/11,485,486.23,479.23,484.58,3028600,484.58,496.258,505.046,513.6315,537.6918333,571.4228333
6/17/11,506.18,506.69,484.8,485.02,5245400,485.02,500.288,508.694,515.604,539.397,572.3756667
6/16/11,502.81,506.57,496.67,500.37,2757000,500.37,505.186,512.5,517.9155,541.016,573.3536667
6/15/11,505.03,508.35,500.61,502.95,2073300,502.95,508.458,515.269,519.3875,542.2985,574.2191667
6/14/11,508.15,514.08,506.99,508.37,2341500,508.37,511.702,517.534,520.763,543.5243333,575.0736667
6/13/11,510,510.2,502.17,504.73,2427300,504.73,513.834,519.599,521.2655,544.4025,575.8628333
6/10/11,514.08,516.69,509.29,509.51,2439900,509.51,517.1,521.216,522.5065,545.3463333,576.6155833
6/9/11,520,520,515.64,516.73,1689100,516.73,519.814,522.078,523.7835,546.1395,577.293
6/8/11,516.53,521.24,515.78,519.17,1653400,519.17,522.08,522.372,524.7195,547.02,577.9178333
6/7/11,522.89,524.63,518.99,519.03,1907600,519.03,523.366,522.281,525.894,547.867,578.5105833
6/6/11,523.54,526.82,519.25,521.06,1942100,521.06,525.364,522.217,526.8265,548.8283333,579.1429167
6/3/11,522,527.6,521.5,523.08,1748500,523.08,525.332,522.514,527.5385,549.8156667,579.7559167
6/2/11,527.57,530.3,522.48,528.06,2204500,528.06,524.342,523.331,528.098,550.9605,580.332
6/1/11,528.04,533.2,525.31,525.6,2955900,525.6,522.664,523.506,528.4845,552.0313333,580.8606667
5/31/11,525,529.05,523.5,529.02,2687300,529.02,521.196,523.992,528.899,553.1323333,581.4018333
5/27/11,518.48,521.79,516.3,520.9,1745800,520.9,519.07,522.932,529.376,554.3256667,581.8861667
5/26/11,517.7,522.12,515,518.13,2118500,518.13,519.696,523.797,530.536,555.8033333,582.365
5/25/11,519.67,522.77,517.25,519.67,1301600,519.67,522.32,525.489,531.528,557.181,582.82225
5/24/11,520.37,523.96,518.15,518.26,1900000,518.26,524.348,527.067,532.4325,558.5325,583.2568333
5/23/11,516.6,520,513.4,518.39,2300000,518.39,526.788,529.507,533.1605,560.1181667,583.6409167
5/20/11,531.8,531.99,523.13,524.03,2317500,524.03,526.794,531.436,533.4935,561.6456667,583.9519167
5/19/11,532.73,536.54,529.72,531.25,2468700,531.25,527.898,532.563,533.547,563.0588333,584.4359167
5/18/11,529.54,530.33,525.7,529.81,1953200,529.81,528.658,532.865,533.271,564.3933333,584.9255
5/17/11,515.43,531.22,515.03,530.46,3303600,530.46,529.786,533.463,532.857,565.7333333,585.4685
5/16/11,526.31,527.27,516.4,518.42,2958200,518.42,532.226,533.806,532.676,567.3936667,585.9064167
5/13/11,534.61,535.92,529.05,529.55,2108700,529.55,536.078,535.82,533.29,569.1743333,586.5130833
5/12/11,535.24,536.94,530.91,535.05,1448300,535.05,537.228,537.275,535.738,570.7521667,587.02375
5/11/11,540.14,543.55,533.69,535.45,2338800,535.45,537.072,537.567,537.7995,572.2371667,587.5363333
5/10/11,540,544.43,537.54,542.66,2042900,542.66,537.14,537.798,539.5575,573.7821667,587.9371667
5/9/11,535,538.49,531.1,537.68,1948700,537.68,535.386,536.814,541.293,575.1461667,588.2793333
5/6/11,538.15,541.46,535.18,535.3,2056100,535.3,535.562,535.551,543.317,576.4588333,588.7609167
5/5/11,533.86,539.42,531.5,534.27,1997800,534.27,537.322,534.531,545.552,577.8121667,589.3275
5/4/11,535.17,539,533.02,535.79,2117000,535.79,538.062,533.677,547.5475,579.214,590.0185
5/3/11,537.13,542.01,529.63,533.89,2081500,533.89,538.456,532.251,549.2125,580.5223333,590.74425
5/2/11,545.7,545.73,537.12,538.56,2133700,538.56,538.242,531.546,551.902,581.8071667,591.502
4/29/11,540,544.1,538.51,544.1,4228500,544.1,535.54,530.76,554.564,583.0003333,592.2370833
4/28/11,538.06,539.25,534.08,537.97,2000000,537.97,531.74,534.201,556.697,584.132,592.9119167
4/27/11,538,538.11,534.35,537.76,2298400,537.76,529.292,538.032,558.8905,585.3498333,593.6310833
4/26/11,526.52,537.44,525.21,532.82,3500000,532.82,526.046,541.317,561.089,586.3931667,594.3179167
4/25/11,525.25,527,522.01,525.05,1630800,525.05,524.85,545.772,563.216,587.5293333,595.00775
4/21/11,527.49,528.28,522.39,525.1,2470100,525.1,525.98,551.083,565.9505,589.0583333,595.7573333
4/20/11,525.9,526.82,521.39,525.73,3060000,525.73,536.662,556.573,569.04,590.5816667,596.4956667
4/19/11,529.95,530.88,520.9,521.53,2684100,521.53,546.772,561.418,571.8615,592.1513333,597.2694167
4/18/11,526.42,527.66,519,526.84,5039800,526.84,556.588,566.174,574.651,593.6438333,598.0605833
4/15/11,545.29,545.75,530.06,530.7,14043700,530.7,566.694,572.258,577.134,595.0603333,598.82525
4/14/11,575.19,579.45,572.1,578.51,5456300,578.51,576.186,578.368,578.652,596.6615,599.54025
4/13/11,575.51,577.6,571.75,576.28,2069400,576.28,576.484,579.193,577.7945,597.5488333,599.82375
4/12/11,575,576.91,568.05,570.61,2085600,570.61,576.064,579.749,576.8355,598.6046667,600.1213333
4/11/11,576.2,578.1,573,577.37,1858200,577.37,575.76,580.861,576.783,599.4975,600.43275
4/8/11,584.89,584.89,578.06,578.16,1901800,578.16,577.822,580.66,576.414,600.1528333,600.6865833
4/7/11,575.73,580.64,574.19,580,2531500,580,580.55,580.818,576.3415,600.798,601.0161667
4/6/11,572.18,575.16,568,574.18,2668300,574.18,581.902,581.507,576.3565,601.3981667,601.1949167
4/5/11,581.08,581.49,565.68,569.09,6047500,569.09,583.434,582.305,577.236,602.0653333,600.9178333
4/4/11,593,594.74,583.1,587.68,2054500,587.68,585.962,583.128,578.397,602.8545,600.7029167
4/1/11,588.76,595.19,588.76,591.8,2613200,591.8,583.498,582.01,578.596,603.2848333,600.3171667
3/31/11,583,588.16,581.74,586.76,2029400,586.76,581.086,578.936,579.037,603.5726667,599.8758333
3/30/11,584.38,585.5,580.58,581.84,1422300,581.84,581.112,576.396,580.177,603.8286667,599.45575
3/29/11,576,581.89,573.01,581.73,1604800,581.73,581.176,573.922,581.1245,604.2038333,599.0238333
3/28/11,582.07,584.99,574.71,575.36,2218400,575.36,580.294,572.705,582.076,604.4078333,598.629
3/25/11,586.88,586.91,579.24,579.74,2858400,579.74,580.522,572.168,583.978,604.7995,598.3195833
3/24/11,585.43,588.39,578.8,586.89,2098700,586.89,576.786,571.865,585.493,605.1538333,597.8413333
3/23/11,575.19,582.45,572,582.16,1816200,582.16,571.68,571.206,586.5895,605.3543333,597.33075
3/22/11,577.27,579.23,572.51,577.32,1886900,577.32,566.668,572.167,588.0475,605.6913333,596.861
3/21/11,570.22,579.8,569.02,576.5,3020900,576.5,565.116,573.666,589.692,606.1398333,596.4474167
3/18/11,564.64,567.99,559.74,561.06,3298600,561.06,563.814,575.182,592.371,606.623,596.0363333
3/17/11,564.48,569,560.54,561.36,2899300,561.36,566.944,579.138,595.581,607.3231667,595.7809167
3/16/11,568.01,569.79,551.28,557.1,3798500,557.1,570.732,583.958,598.724,607.8848333,595.497
3/15/11,557.5,571,555.5,569.56,4005600,569.56,577.666,588.327,602.0765,608.4465,595.1335
3/14/11,572.8,578.29,568.02,569.99,2816100,569.99,582.216,591.447,605.006,608.8156667,594.6871667
3/11/11,578.22,580,573.33,576.71,3032000,576.71,586.55,595.788,607.7315,609.1541667,594.2160833
3/10/11,585.44,586.62,579.45,580.3,3128100,580.3,591.332,599.121,609.718,609.4575,593.6458333
3/9/11,591,594.51,585.75,591.77,2151000,591.77,597.184,601.973,611.528,609.6961667,592.8945833
3/8/11,592.93,597.98,590.2,592.31,2284900,592.31,598.988,603.928,612.8585,609.7035,591.972
3/7/11,600.55,603.69,587,591.66,3462700,591.66,600.678,605.718,613.9575,609.69,591.0414167
3/4/11,608.33,608.98,600.2,600.62,3011000,600.62,605.026,609.56,614.9235,609.6713333,590.1145
3/3/11,606.38,611.49,605,609.56,1945300,609.56,606.91,612.024,615.4,609.4466667,589.12825
3/2/11,599.8,606,595.19,600.79,2026700,600.79,606.762,613.49,615.522,608.9266667,588.0164167
3/1/11,617.78,619.22,599.3,600.76,3323200,600.76,608.868,615.826,616.0345,608.4635,586.978
2/28/11,610,616.49,608.01,613.4,2281500,613.4,610.758,618.565,616.0145,607.9811667,585.8931667
2/25/11,611.86,614.72,609.5,610.04,1932400,610.04,614.094,619.675,615.394,607.1636667,584.6515
2/24/11,611.39,613.09,601.35,608.82,2711700,608.82,617.138,620.315,615.7315,606.2581667,583.487
2/23/11,610.33,614.7,604,611.32,2889600,611.32,620.218,621.083,616.1155,605.813,582.2733333
2/22/11,620.03,624.93,607.77,610.21,3639900,610.21,622.784,621.789,616.545,605.4576667,581.0150833
2/18/11,626,631.18,624.18,630.08,3217900,630.08,626.372,622.197,616.5885,605.2036667,579.6801667
2/17/11,621.25,627.25,620.28,625.26,1478800,625.26,625.256,620.287,615.676,604.4191667,578.2019167
2/16/11,625.63,626.5,622.1,624.22,1684000,624.22,623.492,618.776,615.7515,603.8518333,576.815
2/15/11,627.32,630.09,623.1,624.15,2092000,624.15,621.948,617.554,616.128,603.2953333,575.3713333
2/14/11,623.34,629.64,620.04,628.15,2128000,628.15,620.794,616.243,616.902,602.8355,573.9585833
2/11/11,613.79,625,613,624.5,2589900,624.5,618.022,613.464,616.7035,602.0921667,572.4855833
2/10/11,613.9,617.5,611.56,616.44,2334400,616.44,615.318,611.113,616.313,601.4125,571.1486667
2/9/11,616.87,619.45,612.34,616.5,1842500,616.5,614.06,611.148,616.3345,601.063,569.8618333
2/8/11,614.93,619.63,614.51,618.38,1694900,618.38,613.16,611.148,616.31,600.8428333,568.6240833
2/7/11,610.16,618.39,609.21,614.29,1799600,614.29,611.692,611.301,616.1015,600.823,567.4888333
2/4/11,610.15,611.44,606.61,610.98,1550800,610.98,608.906,610.98,616.209,600.9661667,566.4574167
2/3/11,609.48,611.45,606.13,610.15,1495100,610.15,606.908,611.065,616.335,601.1968333,565.4125
2/2/11,611,614.34,607.53,612,1760700,612,608.236,612.727,616.281,601.4738333,564.3808333
2/1/11,604.49,613.35,603.11,611.04,2745300,611.04,609.136,614.702,615.787,601.6918333,563.3809167
1/31/11,603.6,604.47,595.55,600.36,2804900,600.36,610.91,617.561,615.4525,601.9123333,562.38675
1/28/11,619.07,620.36,599.76,600.99,4231100,600.99,613.054,619.943,615.133,602.2426667,561.5813333
1/27/11,617.89,619.7,613.25,616.79,2019200,616.79,615.222,621.513,615.0265,602.4861667,560.7843333
1/26/11,620.33,622.49,615.28,616.5,2038100,616.5,617.218,621.521,614.237,602.4563333,559.8129167
1/25/11,608.2,620.69,606.52,619.91,3646800,619.91,620.268,621.472,613.358,602.4096667,558.9095833
1/24/11,607.57,612.49,601.23,611.08,4599200,611.08,624.212,620.902,612.4815,602.3875,557.963
1/21/11,639.58,641.73,611.36,611.83,8904400,611.83,626.832,621.438,612.139,602.4773333,556.9525833
1/20/11,632.21,634.08,623.29,626.77,5485800,626.77,627.804,621.605,611.822,602.5901667,555.94075
1/19/11,642.12,642.96,629.66,631.75,3406100,631.75,625.824,619.835,610.637,602.419,554.7580833
1/18/11,626.06,641.99,625.27,639.63,3617000,639.63,622.676,616.872,608.8025,602.0986667,553.5350833
1/14/11,617.4,624.27,617.08,624.18,2365600,624.18,617.592,613.344,606.361,601.638,552.2410833
1/13/11,616.97,619.67,614.16,616.69,1334000,616.69,616.044,610.323,604.7375,601.368,551.1448333
1/12/11,619.35,619.35,614.77,616.87,1632700,616.87,615.406,608.54,603.418,601.2203333,550.0805
1/11/11,617.71,618.8,614.5,616.01,1439300,616.01,613.846,606.953,602.32,601.2343333,549.02375
1/10/11,614.8,615.39,608.56,614.21,1579200,614.21,611.068,605.244,601.2505,600.9916667,547.9304167
1/7/11,615.91,618.25,610.13,616.44,2101200,616.44,609.096,604.061,600.1505,599.7703333,546.7911667
1/6/11,610.68,618.43,610.05,613.5,2057800,613.5,604.602,602.84,598.9035,598.5513333,545.6674167
1/5/11,600.07,610.33,600.05,609.07,2532300,609.07,601.674,602.039,597.7555,597.3495,544.43975
1/4/11,605.62,606.18,600.12,602.12,1824500,602.12,600.06,601.439,596.659,596.179,543.19425
1/3/11,596.48,605.59,596.48,604.35,2365200,604.35,599.42,600.733,595.471,595.0828333,542.2934167
12/31/10,596.74,598.42,592.03,593.97,1539300,593.97,599.026,599.378,593.9035,593.8438333,541.3516667
12/30/10,598,601.33,597.39,598.86,989500,598.86,601.078,599.152,592.796,592.8501667,540.4785833
12/29/10,602,602.41,598.92,601,1019200,601,602.404,598.296,591.0705,591.8396667,539.4533333
12/28/10,602.05,603.87,598.01,598.92,1064800,598.92,602.818,597.687,588.806,590.5288333,538.34075
12/27/10,602.74,603.78,599.5,602.38,1208100,602.38,602.046,597.257,587.9655,589.3071667,537.1544167
12/23/10,605.34,606,602.03,604.23,1110800,604.23,599.73,596.24,587.3465,588.0306667,535.88625
12/22/10,604,607,603.28,605.49,1207500,605.49,597.226,594.967,586.8835,586.755,534.4849167
12/21/10,598.57,604.72,597.61,603.07,1879500,603.07,594.188,593.472,585.7595,585.4496667,533.0770833
12/20/10,594.65,597.88,588.66,595.06,1973300,595.06,592.556,591.879,585.167,584.2386667,531.7139167
12/17/10,591,592.56,587.67,590.8,3087100,590.8,592.468,590.209,584.9555,583.1091667,530.463
12/16/10,592.85,593.77,588.07,591.71,1596900,591.71,592.75,588.429,585.2435,581.8205,529.3251667
12/15/10,594.2,596.45,589.15,590.3,2167700,590.3,592.708,586.44,584.8355,580.5586667,528.32825
12/14/10,597.09,598.29,592.48,594.91,1643300,594.91,592.756,583.845,584.5065,579.278,527.3480833
12/13/10,597.12,603,594.09,594.62,2398500,594.62,591.202,579.925,584.5345,577.8341667,526.3496667
12/10/10,593.14,593.99,590.29,592.21,1704700,592.21,587.95,578.674,584.968,576.093,525.4115833
12/9/10,593.88,595.58,589,591.5,1868900,591.5,584.108,578.453,586.217,574.2405,524.5285833
12/8/10,591.97,592.52,583.69,590.54,1756900,590.54,580.172,578.8,587.786,572.3928333,523.67075
12/7/10,591.27,593,586,587.14,3042200,587.14,574.934,578.047,589.5,570.5576667,522.9165
12/6/10,580.57,582,576.61,578.36,2093800,578.36,568.648,578.455,591.4815,568.8098333,522.191
12/3/10,569.45,576.48,568,573,2631200,573,569.398,579.702,593.8175,567.1061667,521.5485833
12/2/10,568.66,573.33,565.35,571.82,2547900,571.82,572.798,582.058,596.381,565.4925,520.9235
12/1/10,563,571.57,562.4,564.35,3754100,564.35,577.428,583.231,598.799,563.8051667,520.1849167
11/30/10,574.32,574.32,553.31,555.71,7117400,555.71,581.16,585.168,601.3615,562.1393333,519.5528333
11/29/10,589.17,589.8,579.95,582.11,2859700,582.11,588.262,589.144,604.326,560.7158333,518.9803333
11/26/10,590.46,592.98,587,590,1311100,590,590.006,591.262,605.9055,558.7336667,518.0795833
11/24/10,587.31,596.6,587.05,594.97,2396400,594.97,591.318,593.981,607.3345,556.5725,517.20275
11/23/10,587.01,589.01,578.2,583.01,2162600,583.01,589.034,596.772,608.4095,554.1566667,516.2906667
11/22/10,587.47,593.44,582.75,591.22,2186600,591.22,589.176,600.953,610.189,551.9846667,515.58825
11/19/10,597,597.89,590.34,590.83,2297500,590.83,590.026,604.508,611.453,549.7781667,514.87475
11/18/10,589,599.98,588.56,596.56,2590000,596.56,592.518,607.933,612.538,547.4473333,514.0625833
11/17/10,585,589.5,581.37,583.55,2442500,583.55,596.644,610.704,613.3095,545.0816667,513.111
11/16/10,592.76,597.89,583.45,583.72,3307400,583.72,604.51,614.367,614.531,542.879,512.295
11/15/10,603.08,604,594.05,595.47,3478900,595.47,612.73,617.555,615.7365,540.8848333,511.5178333
11/12/10,613.99,616.9,601.21,603.29,3393000,603.29,618.99,619.508,616.8485,538.6606667,510.5178333
11/11/10,619.7,619.85,614.21,617.19,2261600,617.19,623.348,620.549,616.7565,536.4053333,509.466
11/10/10,622.08,623,617.51,622.88,2497000,622.88,624.764,620.688,612.9435,534.1546667,508.2990833
11/9/10,630,630.85,620.51,624.82,2237200,624.82,624.224,620.047,608.9645,531.9486667,507.0421667
11/8/10,624.02,629.49,623.13,626.77,2101300,626.77,622.38,619.425,604.793,529.6281667,505.79375
11/5/10,623.18,625.49,621.11,625.08,1765700,625.08,620.026,618.398,600.3965,527.2878333,504.6909167
11/4/10,624.64,629.92,622.1,624.27,3570800,624.27,617.75,617.143,595.96,525.07,503.635
11/3/10,617.5,621.83,613.5,620.18,3380500,620.18,616.612,615.915,591.247,522.8611667,502.6658333
11/2/10,618.67,620,614.58,615.6,1997600,615.6,615.87,614.695,586.9555,520.92,501.7270833
11/1/10,615.73,620.66,611.21,615,3087100,615,616.47,613.918,583.087,519.0825,500.8544167
10/29/10,617.07,619,612.99,613.7,2278300,613.7,616.77,614.189,578.4545,517.1695,499.941
10/28/10,620.05,621,613.3,618.58,2184300,618.58,616.536,612.964,574.0505,515.4095,499.0689167
10/27/10,615.77,620,612.33,616.47,2241900,616.47,615.218,605.199,569.411,513.5385,498.2611667
10/26/10,613.1,621.23,611.03,618.6,2512900,618.6,613.52,597.882,564.972,511.4278333,497.2334167
10/25/10,615.59,624.74,614.97,616.5,3158400,616.5,611.366,590.161,560.4005,509.2913333,496.234
10/22/10,611.92,614.82,610.05,612.53,2256100,612.53,611.608,582.395,556.096,507.0971667,495.3445
10/21/10,611.51,616,606,611.99,2920500,611.99,609.392,574.777,551.834,504.9715,494.4598333
10/20/10,608.14,617.38,607.5,607.98,3525100,607.98,595.18,566.579,546.9085,502.8441667,493.7815833
10/19/10,608.85,614.82,602.86,607.83,4587900,607.83,582.244,559.216,542.3095,500.9216667,493.0959167
10/18/10,600.55,619.69,600.55,617.71,7098200,617.71,568.956,552.256,537.591,498.9406667,492.464
10/15/10,599.27,601.64,591.6,601.45,14824800,601.45,553.182,542.72,532.1195,496.8131667,491.7263333
10/14/10,544.18,545.25,537.11,540.93,6634100,540.93,540.162,535.137,526.5545,494.8691667,491.1230833
10/13/10,547,547.49,542.33,543.3,3055600,543.3,537.978,533.623,523.561,493.812,491.0456667
10/12/10,540.12,545.99,537.79,541.39,3753600,541.39,536.188,532.062,520.428,492.7835,491.05975
10/11/10,538.48,544.6,537.17,538.84,2626300,538.84,535.556,530.64,517.38,491.53,491.107
10/8/10,532.77,537.6,527.62,536.35,2859200,536.35,532.258,529.797,514.5515,490.2095,491.2358333
10/7/10,536.21,537.2,529.14,530.01,2395800,530.01,530.112,528.891,511.541,489.504,491.3915833
10/6/10,539.26,539.95,529.94,534.35,2762300,534.35,529.268,527.238,508.8495,488.8595,491.559
10/5/10,528.38,540,526.55,538.23,3507100,538.23,527.936,525.403,505.661,488.107,491.6906667
10/4/10,524.95,528.25,518.85,522.35,1940500,522.35,525.724,522.926,501.9695,487.067,492.16625
10/1/10,530,530.62,523,525.62,2225000,525.62,527.336,521.519,499.367,486.1526667,492.7216667
9/30/10,529.16,531.87,518.92,525.79,3244100,525.79,527.67,517.972,496.245,485.0016667,493.23125
9/29/10,527.85,532.94,524.71,527.69,2172200,527.69,525.208,513.499,492.972,483.7418333,493.6224167
9/28/10,533.48,533.59,518.45,527.17,3654700,527.17,522.87,508.794,489.0885,482.2148333,493.9435
9/27/10,528.85,536.85,528.85,530.41,3107400,530.41,520.128,504.12,485.3645,480.7045,494.2795
9/24/10,521.74,527.83,518.26,527.29,3356900,527.29,515.702,499.306,481.7855,479.1891667,494.5555833
9/23/10,514.61,519.69,511.3,513.48,2317400,513.48,508.274,494.191,477.97,477.8168333,494.8966667
9/22/10,512.86,517.78,511.68,516,2537100,516,501.79,490.461,475.027,476.8298333,495.3760833
9/21/10,509.68,519.98,508.91,513.46,4466300,513.46,494.718,485.919,471.7965,476.0978333,495.8160833
9/20/10,492.5,510.41,492.06,508.28,4403500,508.28,488.112,481.013,469.327,475.4181667,496.26325
9/17/10,483.75,491.2,481.18,490.15,5641600,490.15,482.91,477.215,467.014,474.8651667,496.7501667
9/16/10,479.95,482.45,479.41,481.06,1969500,481.06,480.108,474.518,465.905,474.7301667,497.3526667
9/15/10,479.95,481.89,478.5,480.64,2402800,480.64,479.132,472.445,465.9595,474.8166667,498.0329167
9/14/10,482.01,484.75,480.08,480.43,2216500,480.43,477.12,469.383,466.4535,474.9486667,498.71825
9/13/10,480.9,484.35,479.53,482.27,2241500,482.27,473.914,466.609,466.7115,475.2753333,499.3590833
9/10/10,479.02,479.79,475.08,476.14,1974300,476.14,471.52,464.265,466.9155,475.5721667,499.9151667
9/9/10,477.83,480.4,470.58,476.18,2430600,476.18,468.928,461.749,467.709,475.991,500.5931667
9/8/10,465.19,472.5,464.51,470.58,2401800,470.58,465.758,459.593,468.487,476.3545,501.2916667
9/7/10,464.5,467.59,463.02,464.4,1709900,464.4,461.646,457.674,470.1435,476.5646667,502.0901667
9/3/10,470.52,471.88,467.44,470.3,2540400,470.3,459.304,457.641,472.191,476.9663333,502.9331667
9/2/10,462.84,464.43,460.31,463.18,1684200,463.18,457.01,456.813,473.687,477.2448333,503.724
9/1/10,454.98,464.94,452.5,460.33,3228300,460.33,454.57,457.292,475.933,477.4255,504.5573333
8/31/10,450.11,454.87,448,450.02,1946800,450.02,453.428,459.474,478.2325,477.833,505.55075
8/30/10,459.15,459.76,452.42,452.69,1231400,452.69,453.702,463.524,480.223,478.4246667,506.6434167
8/27/10,452.56,459.99,447.65,458.83,2312400,458.83,455.978,466.814,482.109,479.1918333,507.67475
8/26/10,456.06,457.26,450.44,450.98,1777000,450.98,456.616,469.566,483.41,479.9713333,508.5194167
8/25/10,450,457.81,450,454.62,2592100,454.62,460.014,473.669,485.1105,480.6778333,509.4485833
8/24/10,457.7,458.37,450.92,451.39,2762700,451.39,465.52,477.381,486.597,481.1403333,510.3618333
8/23/10,461.5,468.25,457.73,464.07,2986200,464.07,473.346,482.613,488.659,481.711,511.2218333
8/20/10,467.97,471.59,461.02,462.02,3917600,462.02,477.65,486.741,489.904,482.1508333,511.8989167
8/19/10,481.01,482.51,467.25,467.97,3925000,467.97,482.516,490.561,491.306,482.375,512.5575833
8/18/10,490.44,490.87,481.55,482.15,2686400,482.15,487.324,494.574,492.148,482.5266667,513.0969167
8/17/10,488.53,494.7,486.03,490.52,1890700,490.52,489.242,496.991,491.9155,482.4435,513.469
8/16/10,483.68,489.87,480.5,485.59,1305000,485.59,491.88,496.922,491.469,482.1356667,513.76825
8/13/10,489,491.19,486.01,486.35,1934700,486.35,495.832,497.404,490.4985,481.9593333,514.1505833
8/12/10,483.94,494.75,482.51,492.01,2204600,492.01,498.606,497.254,489.1615,482.094,514.5565833
8/11/10,497.73,498,491.5,491.74,2223000,491.74,501.824,496.552,489.262,482.2,514.9798333
8/10/10,502.35,506,498.57,503.71,2074000,503.71,504.74,495.813,489.242,482.4705,515.3883333
8/9/10,502.25,505.5,501.36,505.35,1872200,505.35,501.964,494.705,488.5165,482.5341667,515.7175833
8/6/10,505.4,505.74,496.05,500.22,3319500,500.22,498.976,493.067,487.0405,482.6263333,515.9914167
8/5/10,505.89,508.6,503.56,508.1,2420400,508.1,495.902,492.051,485.404,482.7125,516.33375
8/4/10,492.18,507,491.05,506.32,3812500,506.32,491.28,489.722,482.827,482.7283333,516.54225
8/3/10,490.5,492.46,486.76,489.83,1802300,489.83,486.886,486.84,480.021,482.9838333,516.7929167
8/2/10,488.99,493.28,486.94,490.41,1858700,490.41,487.446,486.016,477.333,483.039,517.16475
7/30/10,479.65,487.36,479.14,484.85,2144100,484.85,487.158,483.593,474.64,483.1766667,517.5483333
7/29/10,485.95,488.88,479.33,484.99,2675500,484.99,488.2,481.069,472.372,483.5918333,517.9535
7/28/10,494.94,495.25,482.67,484.35,2496000,484.35,488.164,481.972,470.37,483.9481667,518.3393333
7/27/10,490.58,497.5,490.17,492.63,2451200,492.63,486.794,482.671,468.8655,484.719,518.6929167
7/26/10,489.09,490.75,484.88,488.97,1995200,488.97,484.586,482.328,467.838,485.2701667,519.0945
7/23/10,480.77,490.59,480.01,490.06,2264400,490.06,480.028,481.014,467.0235,485.9873333,519.44575
7/22/10,483.23,488.98,482.48,484.81,2147700,484.81,473.938,478.757,466.2755,486.6395,519.80375
7/21/10,484,485.7,475.43,477.5,3279600,477.5,475.78,475.932,466.1375,487.377,520.1798333
7/20/10,461.03,482.99,460.6,481.59,4054500,481.59,478.548,473.202,466.575,488.2793333,520.6530833
7/19/10,461.01,469.65,457.52,466.18,4550300,466.18,480.07,468.65,466.9235,489.336,521.1573333
7/16/10,469.12,470.56,459.52,459.61,7824800,459.61,482,465.687,468.616,490.684,521.7926667
7/15/10,491.73,494.7,482.68,494.02,4858200,494.02,483.576,463.675,470.6395,492.2621667,522.4625833
7/14/10,489.88,493.83,486.46,491.34,3118000,491.34,476.084,458.768,471.002,493.2791667,522.9291667
7/13/10,482.25,492.99,480.28,489.2,3976300,489.2,467.856,455.06,471.3345,494.2585,523.6928333
7/12/10,472.37,479.44,471.08,475.83,3334400,475.83,457.23,453.348,471.034,495.2743333,524.4529167
7/9/10,471.96,473.26,462.78,467.49,4331500,467.49,449.374,453.033,471.6675,497.2655,525.3845
7/8/10,453.55,457.33,449.66,456.56,2668900,456.56,443.774,453.794,472.6435,499.2906667,526.3220833
7/7/10,438.31,451.29,435.38,450.2,3129700,450.2,441.452,456.343,473.5165,501.4608333,527.4328333
7/6/10,444,447.67,433.63,436.07,2560100,436.07,442.264,459.948,475.2455,503.503,528.5735833
7/2/10,441.62,442.28,436,436.55,1936000,436.55,449.466,465.197,477.718,505.6721667,529.8603333
7/1/10,445.29,448.4,433.63,439.49,3513600,439.49,456.692,471.545,480.8265,507.8545,531.2316667
6/30/10,454.96,457.83,444.72,444.95,3603200,444.95,463.814,477.604,484.132,509.922,532.5860833
6/29/10,463.44,464.55,451.12,454.26,3502100,454.26,471.234,483.236,486.553,511.9765,533.829
6/28/10,472.59,477.55,469.01,472.08,1762300,472.08,477.632,487.609,487.9585,513.9223333,535.1123333
6/25/10,477.06,477.65,470.56,472.68,2245200,472.68,480.928,488.72,488.636,515.5343333,536.37825
6/24/10,479.66,482.75,473.26,475.1,1893600,475.1,486.398,490.302,489.525,517.1083333,537.6621667
6/23/10,486.89,486.89,478.16,482.05,2029100,482.05,491.394,491.493,489.5435,518.6351667,538.8695
6/22/10,489.9,496.6,485.73,486.25,2219700,486.25,495.238,490.69,489.2945,519.9751667,540.0418333
