Date,Open,High,Low,Close,Volume,Adj Close
20130628,874.9,881.84,874.19,880.37,2349300,880.37
20130627,878.8,884.69,876.65,877.07,1926500,877.07
20130626,873.75,878,870.57,873.65,1831400,873.65
20130625,877.26,879.68,864.51,866.2,2553200,866.2
20130624,871.88,876.32,863.25,869.79,3016900,869.79
20130621,888.34,889.88,873.07,880.93,3982300,880.93
20130620,893.99,901,883.31,884.74,3372000,884.74
20130619,901.37,910.84,897.5,900.68,2915900,900.68
20130618,888.65,901,888.35,900.62,2166900,900.62
20130617,879.23,889.43,878.28,886.25,2146300,886.25
20130614,880.1,884.7,874.13,875.04,2245000,875.04
20130613,868.98,879.66,865.5,877,2069900,877
20130612,885.46,886,869.65,871.98,2204800,871.98
20130611,883.97,887,879.52,879.81,1757600,879.81
20130610,882.1,891,880.09,890.22,2337800,890.22
20130607,870.42,880,865.32,879.73,2674600,879.73
20130606,864.3,866.33,847.22,864.64,2579100,864.64
20130605,862.51,869.45,857.13,859.7,2106800,859.7
20130604,867.85,870.59,854.07,859.1,1868600,859.1
20130603,873,873.97,855.02,867.63,2475700,867.63
20130531,868.12,877,867.52,871.22,1969400,871.22
20130530,869.92,878.9,866.41,870.76,2120700,870.76
20130529,875.71,877.99,864.29,868.31,2013400,868.31
20130528,883.5,892.14,880.4,881.27,2257500,881.27
20130524,875.26,878.82,871.01,873.32,2296800,873.32
20130523,877,889.96,874,882.79,2275100,882.79
20130522,902.56,909.31,886.88,889.42,2560600,889.42
20130521,908.02,911.66,897.61,906.97,1983000,906.97
20130520,905,920.6,905,908.53,2272700,908.53
20130517,910.02,913.49,900.52,909.18,2792000,909.18
20130516,919,919.98,902.01,903.87,3209600,903.87
20130515,895.5,916.38,894.02,915.89,3985900,915.89
20130514,877.5,888.69,877.14,887.1,1579300,887.1
20130513,878.89,882.47,873.38,877.53,1448500,877.53
20130510,875.31,880.54,872.16,880.23,1897700,880.23
20130509,870.84,879.66,868.23,871.48,2200600,871.48
20130508,857,873.88,852.91,873.63,2468300,873.63
20130507,863.01,863.87,850.67,857.23,1959000,857.23
20130506,848.26,861.85,848.26,861.55,2141300,861.55
20130503,836.96,846.8,836,845.72,2512600,845.72
20130502,820.1,834.55,819.05,829.61,2018300,829.61
20130501,823.26,824.72,816.36,820.43,1455000,820.43
20130430,819,827.64,817.68,824.57,2306700,824.57
20130429,803.25,822.7,803,819.06,2300800,819.06
20130426,807.6,807.74,796.58,801.42,2487700,801.42
20130425,816.25,816.47,807.63,809.1,1992200,809.1
20130424,808.11,818,808,813.45,1829100,813.45
20130423,801,815.5,800.36,807.9,2292300,807.9
20130422,800.6,803.96,775,800.11,2883400,800.11
20130419,769.16,803.44,766.26,799.87,5803200,799.87
20130418,785.35,785.8,761.26,765.91,3322500,765.91
20130417,786.75,790.84,778.1,782.56,2037000,782.56
20130416,786.59,796,783.92,793.37,1742000,793.37
20130415,785.95,797,777.02,781.93,2453100,781.93
20130412,791.99,792.1,782.93,790.05,1636700,790.05
20130411,792.88,793.1,784.06,790.39,2028700,790.39
20130410,782.92,792.35,776,790.18,1978600,790.18
20130409,775.5,783.75,773.11,777.65,2157300,777.65
20130408,778.75,779.55,768.4,774.85,2832100,774.85
20130405,786.06,786.99,776.4,783.05,3433900,783.05
20130404,804.25,805.75,791.3,795.07,2447600,795.07
20130403,813.46,814.2,800.67,806.2,1738500,806.2
20130402,804.54,814.83,804,813.04,2041500,813.04
20130401,795.01,802.25,793.25,801.19,1807300,801.19
20130328,803.99,805.37,793.3,794.19,2287800,794.19
20130327,806.68,807,801.33,802.66,2163200,802.66
20130326,813.5,814,807.79,812.42,1191900,812.42
20130325,812.41,819.23,806.82,809.64,1712000,809.64
20130322,814.74,815.24,809.64,810.31,1488200,810.31
20130321,811.29,816.92,809.85,811.26,1477600,811.26
20130320,816.83,817.51,811.44,814.71,1463800,814.71
20130319,811.24,819.25,806.45,811.32,2098200,811.32
20130318,805,812.76,801.47,807.79,1838300,807.79
20130315,818.5,820.3,813.34,814.3,3099700,814.3
20130314,826.99,826.99,817.39,821.54,1651200,821.54
20130313,827.9,830.69,822.31,825.31,1641300,825.31
20130312,830.71,831.89,823.67,827.61,2008300,827.61
20130311,831.69,839.7,831.5,834.82,1594700,834.82
20130308,834.5,834.92,825.05,831.52,2911900,831.52
20130307,834.06,836.62,829.58,832.6,2052700,832.6
20130306,841.03,844,828.81,831.38,2873000,831.38
20130305,828.93,840.15,828.9,838.6,4044100,838.6
20130304,805.3,822.84,805,821.5,2775600,821.5
20130301,797.8,807.14,796.15,806.19,2175400,806.19
20130228,801.1,806.99,801.03,801.2,2265800,801.2
20130227,794.8,804.75,791.11,799.78,2026100,799.78
20130226,795,795.95,784.4,790.13,2202500,790.13
20130225,802.3,808.41,790.49,790.77,2303900,790.77
20130222,799.26,801.25,793.8,799.71,2053900,799.71
20130221,798,805.45,791.22,795.53,3506400,795.53
20130220,805.3,808.97,791.79,792.46,2764200,792.46
20130219,795.99,807,795.28,806.85,2931800,806.85
20130215,787.4,793.26,787.07,792.89,2729800,792.89
20130214,779.73,788.74,777.77,787.82,1735300,787.82
20130213,780.13,785.35,779.97,782.86,1198200,782.86
20130212,781.75,787.9,779.37,780.7,1859000,780.7
20130211,778.4,783,773.75,782.42,2167700,782.42
20130208,780.13,786.67,779.56,785.37,3020100,785.37
20130207,769.7,778.81,765.5,773.95,2840200,773.95
20130206,759.07,772.96,758.5,770.17,2078100,770.17
20130205,761.13,771.11,759.47,765.74,1870700,765.74
20130204,767.69,770.47,758.27,759.02,3040500,759.02
20130201,758.2,776.6,758.1,775.6,3746100,775.6
20130131,750.51,757.62,750.25,755.69,1634200,755.69
20130130,753.74,760.95,752.91,753.83,1733000,753.83
20130129,746.75,756.95,746.54,753.68,1747100,753.68
20130128,751.76,755.6,747.89,750.73,1627100,750.73
20130125,750.77,758.48,750.25,753.67,2225900,753.67
20130124,741.24,756.83,740.51,754.21,3382700,754.21
20130123,735.99,749,735.79,741.5,5909100,741.5
20130122,704.66,705.34,695.52,702.87,3792400,702.87
20130118,710.36,712.77,701.33,704.51,3226800,704.51
20130117,717.71,719.64,711.02,711.32,2211500,711.32
20130116,722.4,724.34,713.67,715.19,2023400,715.19
20130115,719.33,735,712.1,724.93,3927700,724.93
20130114,737,742.2,722.35,723.25,2863900,723.25
20130111,742,742.43,736.3,739.99,1285200,739.99
20130110,742.83,745,733.5,741.48,1835700,741.48
20130109,732.27,738.35,728.6,738.12,2024700,738.12
20130108,735.54,736.3,724.43,733.3,1676100,733.3
20130107,735.45,739.38,730.58,734.75,1655700,734.75
20130104,729.34,741.47,727.68,737.97,2763500,737.97
20130103,724.93,731.93,720.72,723.67,2318200,723.67
20130102,719.42,727,716.55,723.25,2541300,723.25
20121231,700,710.57,696,707.38,1997400,707.38
20121228,701.69,706.91,700.01,700.01,1402000,700.01
20121227,707.14,708.84,698.61,706.29,1647400,706.29
20121226,708.07,712.88,702.41,708.87,1182400,708.87
20121224,714.51,715.18,707.47,709.5,840900,709.5
20121221,713.97,718.82,710.52,715.63,3526000,715.63
20121220,723.26,724.65,716.97,722.36,1657000,722.36
20121219,720.71,723,716.68,720.11,1918600,720.11
20121218,716.6,729.1,715.05,721.07,3004900,721.07
20121217,705.5,721.92,704.02,720.78,3035400,720.78
20121214,699.17,707.82,698.43,701.96,2130100,701.96
20121213,715.92,716.47,699.55,702.7,3444900,702.7
20121212,699.23,703.51,693.48,697.56,2426000,697.56
20121211,690,701.92,687.72,696.88,2687600,696.88
20121210,685.39,691.65,683.79,685.42,1366700,685.42
20121207,695,696.88,682.42,684.21,1919300,684.21
20121206,687.59,695.61,684.51,691.13,1462300,691.13
20121205,692.15,694.5,682.33,687.82,1862400,687.82
20121204,695,695.51,685.7,691.03,1991700,691.03
20121203,702.24,705.89,694.11,695.25,2192500,695.25
20121130,691.31,699.22,685.69,698.37,3163600,698.37
20121129,687.78,693.9,682,691.89,2776500,691.89
20121128,668.01,684.91,663.89,683.67,3042000,683.67
20121127,660.17,675,658,670.71,2508700,670.71
20121126,666.44,667,659.02,661.15,2204600,661.15
20121123,669.97,670,666.1,667.97,922500,667.97
20121121,668.99,669.8,660.4,665.87,2112200,665.87
20121120,669.51,678,664.57,669.97,2088700,669.97
20121119,655.7,668.92,655.53,668.21,2368200,668.21
20121116,645.99,653.02,636,647.18,3438200,647.18
20121115,650,660,643.9,647.26,1848900,647.26
20121114,660.66,662.18,650.5,652.55,1668400,652.55
20121113,663,667.6,658.23,659.05,1594200,659.05
20121112,663.75,669.8,660.87,665.9,1405900,665.9
20121109,654.65,668.34,650.3,663.03,3114100,663.03
20121108,670.2,671.49,651.23,652.29,2597000,652.29
20121107,675,678.23,666.49,667.12,2232300,667.12
20121106,685.48,686.5,677.55,681.72,1582800,681.72
20121105,684.5,686.86,675.56,682.96,1635900,682.96
20121102,694.79,695.55,687.37,687.92,2324400,687.92
20121101,679.5,690.9,678.72,687.59,2050100,687.59
20121031,679.86,681,675,680.3,1537000,680.3
20121026,676.5,683.03,671.2,675.15,1950800,675.15
20121025,680,682,673.51,677.76,2401100,677.76
20121024,686.8,687,675.27,677.3,2496500,677.3
20121023,672.01,687.33,672,680.35,2916600,680.35
20121022,681.01,684.63,669.7,678.67,4055600,678.67
20121019,705.58,706.7,672,681.79,11482200,681.79
20121018,755.54,759.42,676,695,12442400,695
20121017,743.95,756.34,740.26,755.49,2292900,755.49
20121016,740.13,746.99,736.46,744.7,2058200,744.7
20121015,741.94,743.83,730.7,740.98,3019100,740.98
20121012,751.85,754.87,744.1,744.75,2404200,744.75
20121011,752.9,758.5,750.29,751.48,2383900,751.48
20121010,741.86,747.53,738.29,744.56,2039900,744.56
20121009,759.67,761.32,742.53,744.09,3003200,744.09
20121008,761,763.58,754.15,757.84,1958600,757.84
20121005,770.71,774.38,765.01,767.65,2735900,767.65
20121004,762.75,769.89,759.4,768.05,2454200,768.05
20121003,755.72,763.92,752.2,762.5,2208300,762.5
20121002,765.2,765.99,750.27,756.99,2790200,756.99
20121001,759.05,765,756.21,761.78,3168000,761.78
20120928,754.15,759.3,751.15,754.5,2783500,754.5
20120927,759.95,762.84,751.65,756.5,3931100,756.5
20120926,749.85,761.24,741,753.46,5672900,753.46
20120925,753.05,764.89,747.66,749.16,6058500,749.16
20120924,731,750.04,730.25,749.38,3563800,749.38
20120921,732.21,734.92,730.12,733.99,6359100,733.99
20120920,724.47,731.38,721.22,728.12,2907400,728.12
20120919,717.5,728.56,716.41,727.5,3098300,727.5
20120918,707.78,718.66,706.78,718.28,2066800,718.28
20120917,708.11,712.88,705,709.98,1508300,709.98
20120914,709.6,713,707.01,709.68,2618500,709.68
20120913,693.09,709,690.54,706.04,2659000,706.04
20120912,689.41,694.91,680.88,690.88,2642300,690.88
20120911,697.96,700.65,691,692.19,1873800,692.19
20120910,709.76,712.81,698.39,700.77,2560000,700.77
20120907,700,712.25,697.67,706.15,3233000,706.15
20120906,685.96,699.89,684.73,699.4,3043500,699.4
20120905,680,686.5,679.14,680.72,1708200,680.72
20120904,684.55,685,673.5,681.04,1889600,681.04
20120831,684,688.58,680.04,685.09,2127100,685.09
20120830,684.24,687.39,680.18,681.68,1626900,681.68
20120829,677.37,688.99,676.15,688.01,2990300,688.01
20120828,665,677.62,664.74,677.25,2058600,677.25
20120827,662.99,672,659.24,669.22,2613700,669.22
20120824,675.6,680.45,674.08,678.63,1426600,678.63
20120823,674.27,680.48,671,676.8,1784200,676.8
20120822,667.38,680.6,666.7,677.18,1909200,677.18
20120821,673.11,678,662.17,669.51,2222200,669.51
20120820,675.5,678.87,672.66,675.54,1758100,675.54
20120817,674.12,677.25,671.7,677.14,2177700,677.14
20120816,667.51,674.64,667.08,672.87,1717700,672.87
20120815,670.28,674.25,664.1,667.54,2410700,667.54
20120814,659.25,672.85,659,668.66,3661700,668.66
20120813,647.42,660.15,646.68,660.01,3267900,660.01
20120810,638.59,642.24,636.13,642,1434600,642
20120809,644.51,646.37,641.52,642.35,1070300,642.35
20120808,639.05,645.87,638.5,642.23,1322200,642.23
20120807,641.79,644.26,636.47,640.54,1981800,640.54
20120806,639.61,649.38,639.22,642.82,1782400,642.82
20120803,640,643.72,636.14,641.33,1897100,641.33
20120802,625.51,638.03,623.41,628.75,1977700,628.75
20120801,637.3,639.51,631.38,632.68,1844600,632.68
20120731,628.26,636.5,628.22,632.97,1865600,632.97
20120730,636.05,642.6,629.5,632.3,2186700,632.3
20120727,618.89,635,617.5,634.96,3549700,634.96
20120726,615,616.87,610.03,613.36,1685200,613.36
20120725,608.32,613.38,605.37,607.99,1823000,607.99
20120724,615,617.93,604.34,607.57,2009400,607.57
20120723,600.48,618.35,598.25,615.51,3561700,615.51
20120720,608.76,612.94,598.18,610.82,6463700,610.82
20120719,586.14,598.48,586,593.06,4674700,593.06
20120718,576.98,583.69,576.13,580.76,1548200,580.76
20120717,578.43,580.67,568.4,576.73,1680100,576.73
20120716,576.37,579.19,571.78,574.92,1462600,574.92
20120713,572.15,579.15,568.55,576.52,1976000,576.52
20120712,567.12,571.93,562.09,570.48,2309800,570.48
20120711,576.3,577.85,564.94,571.19,3499300,571.19
20120710,590.19,592.43,578.74,581.7,1923100,581.7
20120709,584.95,588.6,581.25,586.01,1715100,586.01
20120706,592.45,593.52,582.82,585.98,2161800,585.98
20120705,588.76,600.06,588.54,595.92,2345900,595.92
20120703,580.01,588.41,578,587.83,1189500,587.83
20120702,581.82,583,576.5,580.47,1655500,580.47
20120629,574.96,580.13,572.2,580.07,2519500,580.07
20120628,565.9,566.23,557.21,564.31,1920900,564.31
20120627,567.7,573.99,566.02,569.3,1692300,569.3
20120626,562.76,566.6,559.48,564.68,1350200,564.68
20120625,567.33,568.09,557.35,560.7,1581600,560.7
20120622,568,571.48,565.82,571.48,2227900,571.48
20120621,579.84,579.84,563.73,565.21,2011300,565.21
20120620,579.81,580,573.51,577.51,2346700,577.51
20120619,573.59,584.28,573.12,581.53,2076200,581.53
20120618,562.62,574.21,559.25,570.85,2496900,570.85
20120615,560.34,564.52,557.09,564.51,3001200,564.51
20120614,561.3,565.07,556.52,559.05,2344900,559.05
20120613,561.72,567,558.68,561.09,1954200,561.09
20120612,569.77,570.3,558.58,565.1,3224200,565.1
20120611,584.21,585.32,566.69,568.5,2661100,568.5
20120608,575.85,581,574.58,580.45,1410400,580.45
20120607,587.6,587.89,577.25,578.23,1758500,578.23
20120606,576.48,581.97,573.61,580.57,2095800,580.57
20120605,575.45,578.13,566.47,570.41,2339900,570.41
20120604,570.22,580.49,570.01,578.59,2432700,578.59
20120601,571.79,572.65,568.35,570.98,3057900,570.98
20120531,588.72,590,579,580.86,2968300,580.86
20120530,588.16,591.9,583.53,588.23,1906700,588.23
20120529,595.81,599.13,588.32,594.34,2605700,594.34
20120525,601,601.73,588.28,591.53,3581900,591.53
20120524,609.16,611.92,598.87,603.66,1891300,603.66
20120523,601.65,609.6,597.12,609.46,3178100,609.46
20120522,613.44,613.81,596,600.8,3051900,600.8
20120521,600.51,615.69,600,614.11,3075400,614.11
20120518,625.1,632.42,596.7,600.4,5973500,600.4
20120517,633.83,637.85,621.23,623.05,3353800,623.05
20120516,617.96,630.1,615.94,628.93,4835100,628.93
20120515,605.35,615,603.75,611.11,2102100,611.11
20120514,600.78,608.5,600.58,604,1824400,604
20120511,610.35,614.55,604.77,605.23,2099400,605.23
20120510,612.96,616.19,610.23,613.66,1535900,613.66
20120509,606.82,616.38,601.81,609.15,2328800,609.15
20120508,605.53,616.9,600.7,612.79,2677300,612.79
20120507,595,610.57,595,607.55,1994500,607.55
20120504,605.92,607.89,596.81,596.97,2207400,596.97
20120503,609.62,614.83,608.95,611.02,1868000,611.02
20120502,601.2,608.11,600.61,607.26,1611500,607.26
20120501,603.79,611.6,600.19,604.43,2002300,604.43
20120430,612.99,616.08,600.61,604.85,2407300,604.85
20120427,615.02,616.74,610.6,614.98,1636400,614.98
20120426,610.91,618,609.7,615.47,2092500,615.47
20120425,604,611.35,602.88,609.72,1821100,609.72
20120424,598.24,606.63,597.32,601.27,1929100,601.27
20120423,592.9,598.45,590.2,597.6,2197800,597.6
20120420,604.25,608.85,595.83,596.06,3058400,596.06
20120419,605.69,616.26,599,599.3,3294600,599.3
20120418,608.05,612.8,602.81,607.45,2669500,607.45
20120417,608.56,617.69,607.01,609.57,3023900,609.57
20120416,623,623.81,601.66,606.07,5692100,606.07
20120413,647.55,648.99,623.54,624.6,8159300,624.6
20120412,642.35,653.14,640.26,651.01,5756600,651.01
20120411,633.97,636,631.3,635.96,2199000,635.96
20120410,633.52,634.5,624.55,626.86,2482000,626.86
20120409,628.48,635.33,625.29,630.84,2182700,630.84
20120405,632.24,636.43,628.57,632.32,2318700,632.32
20120404,638.45,639,631.1,635.15,1627600,635.15
20120403,645.41,647.95,638.64,642.62,2044900,642.62
20120402,640.77,647.5,634.84,646.92,2284200,646.92
20120330,651.75,653.49,641,641.24,2310700,641.24
20120329,653.44,656.59,644.3,648.41,1924300,648.41
20120328,652.03,658.59,651.08,655.76,2538900,655.76
20120327,647.03,653.5,644.8,647.02,2007200,647.02
20120326,645,649.49,639.54,649.33,1819200,649.33
20120323,646.6,648.5,640.9,642.59,1940200,642.59
20120322,638.5,648.8,631,646.05,2410200,646.05
20120321,634.61,647.39,632.51,639.98,2469600,639.98
20120320,630.92,636.06,627.27,633.49,1540500,633.49
20120319,623.12,637.27,621.24,633.98,2172800,633.98
20120316,620.89,625.91,620.05,625.04,3050500,625.04
20120315,616.6,623.5,614.83,621.13,2435100,621.13
20120314,615,622.78,613.46,615.99,2936900,615.99
20120313,608.75,617.85,605.55,617.78,2245800,617.78
20120312,600,607,599.26,605.15,1669000,605.15
20120309,607.95,611.9,600,600.25,2670600,600.25
20120308,610.04,611.5,606.35,607.14,1345500,607.14
20120307,609.05,611.19,605.86,606.8,1264500,606.8
20120306,608.05,608.81,593.84,604.96,3174400,604.96
20120305,620.43,622.49,611.38,614.25,1593300,614.25
20120302,622,624,620.32,621.25,1573300,621.25
20120301,622.26,625.7,618.15,622.4,2237700,622.4
20120229,618.6,625.6,615.5,618.25,3136900,618.25
20120228,610,619.77,607.68,618.39,2847600,618.39
20120227,606.59,612.36,605.06,609.31,1813900,609.31
20120224,607.35,611.65,605.51,609.9,1935600,609.9
20120223,607,607.94,600.35,606.11,2055000,606.11
20120222,611.96,616.78,606.71,607.94,1967000,607.94
20120221,603.87,617.88,602.88,614,2480800,614
20120217,604.97,607.63,602.4,604.64,2449100,604.64
20120216,602.82,608.81,597.73,606.52,2530900,606.52
20120215,612.93,612.93,602.56,605.56,2425900,605.56
20120214,611.54,612,604.76,609.76,1803700,609.76
20120213,610.5,613.84,610.02,612.2,1816300,612.2
20120210,607.88,608.13,604,605.91,2325200,605.91
20120209,612.02,614.5,609,611.46,2264700,611.46
20120208,608.64,611.35,604.74,609.85,1836400,609.85
20120207,607.15,609.39,603.76,606.77,2092100,606.77
20120206,595.01,610.83,594.01,609.09,3679600,609.09
20120203,590.66,597.07,588.05,596.33,3168500,596.33
20120202,584.87,586.41,582.08,585.11,2414700,585.11
20120201,584.94,585.5,579.14,580.83,2320700,580.83
20120131,583,584,575.15,580.11,2142400,580.11
20120130,578.05,580,573.4,577.69,2330500,577.69
20120127,570.78,580.32,569.33,579.98,3617500,579.98
20120126,571.98,574.48,564.55,568.1,3226200,568.1
20120125,577.51,578.71,566.38,569.49,4987700,569.49
20120124,586.32,587.68,578,580.93,3055800,580.93
20120123,586,588.66,583.16,585.52,3412900,585.52
20120120,590.53,591,581.7,585.99,10576300,585.99
20120119,640.99,640.99,631.46,639.57,6305300,639.57
20120118,626.63,634,622.12,632.91,2761700,632.91
20120117,631.98,631.98,625.68,628.58,1909300,628.58
20120113,626.26,626.95,621.06,624.99,2307300,624.99
20120112,631.22,632.89,626.5,629.64,1875200,629.64
20120111,623.5,629.39,621.12,625.96,2400000,625.96
20120110,629.75,633.8,616.91,623.14,4395600,623.14
20120109,646.5,647,621.23,622.46,5822600,622.46
20120106,659.15,660,649.79,650.02,2692900,650.02
20120105,662.13,663.97,656.23,659.01,3282900,659.01
20120104,665.03,670.25,660.62,668.28,2864000,668.28
20120103,652.94,668.15,652.37,665.41,3676500,665.41
20111230,642.02,646.76,642.02,645.9,1782300,645.9
20111229,641.49,643,635.2,642.4,1575400,642.4
20111228,642.75,645,638.1,639.7,2127200,639.7
20111227,632.05,644.49,632,640.25,1606400,640.25
20111223,632,634.68,630.56,633.14,1453700,633.14
20111222,627.95,631.73,627.01,629.7,1822300,629.7
20111221,630.01,631.82,618.96,625.82,2497900,625.82
20111220,628,631.84,627.99,630.37,2388200,630.37
20111219,628.01,628.5,620,621.83,2143500,621.83
20111216,624.32,629.32,621.47,625.96,4459300,625.96
20111215,622.52,624,618.69,619.54,2408600,619.54
20111214,621.85,624.32,612.49,618.07,3903700,618.07
20111213,628.76,636.56,622.85,625.63,4028200,625.63
20111212,621.88,626.18,620.29,625.39,2183900,625.39
20111209,618,629.13,617.01,627.42,2766200,627.42
20111208,621.04,627.45,615.3,616.05,2413100,616.05
20111207,621.68,625.66,618.1,623.39,2257300,623.39
20111206,622.99,628.62,620.24,623.77,2326500,623.77
20111205,627.64,631.9,622.4,625.65,3197500,625.65
20111202,617.05,624,616.26,620.36,4085700,620.36
20111201,600,616,599,613.77,3620600,613.77
20111130,597.95,599.51,592.09,599.39,3397000,599.39
20111129,587.88,590.36,581.33,582.93,1831800,582.93
20111128,579.37,588.82,576.5,588.19,2828900,588.19
20111125,565.19,574.27,561.33,563,1562400,563
20111123,575.35,580.25,570.11,570.11,2325800,570.11
20111122,580,584.97,575.24,580,2405300,580
20111121,587.76,588.5,572.09,580.94,3001300,580.94
20111118,602,604.5,593.75,594.88,3287700,594.88
20111117,610.05,612.29,596.78,600.87,3493300,600.87
20111116,612.08,618.3,610.61,611.47,2608500,611.47
20111115,612.8,618.08,610.5,616.56,2676000,616.56
20111114,608,618.08,607.78,613,3188700,613
20111111,601.3,612.09,598.6,608.35,3977000,608.35
20111110,605.93,605.95,591.56,595.08,2868400,595.08
20111109,604.26,609.39,598.66,600.95,3711000,600.95
20111108,609,614.37,603.6,612.34,3029400,612.34
20111107,593.32,608.78,592.23,608.33,3357400,608.33
20111104,593.5,599.74,592.43,596.14,2834800,596.14
20111103,587,597.5,583.72,597.5,2669800,597.5
20111102,584.9,587.96,580.48,584.82,2120900,584.82
20111101,580.1,585.51,576.75,578.65,3125100,578.65
20111031,595.09,599.69,591.67,592.64,2557800,592.64
20111028,594.52,602.3,594.25,600.14,2508000,600.14
20111027,598.42,602.7,593.3,598.67,3780300,598.67
20111026,589.55,590.18,572.86,586.31,2873100,586.31
20111025,593.1,595,582.85,583.16,2540500,583.16
20111024,586.72,599.97,586.5,596.42,3426900,596.42
20111021,589.51,592.75,586.7,590.49,3391000,590.49
20111020,581.9,588.89,579.51,583.67,3379000,583.67
20111019,587.34,592.06,579.22,580.7,2931500,580.7
20111018,580.19,592.56,577.4,590.51,3800800,590.51
20111017,583.72,591.83,578,582.41,4008200,582.41
20111014,599.47,599.6,587.57,591.68,8529900,591.68
20111013,550.03,559,548.02,558.99,5687600,558.99
20111012,548.13,555.23,544.63,548.5,3177800,548.5
20111011,533.46,546.8,533.46,543.18,2853400,543.18
20111010,525.18,537.47,523.2,537.17,2322200,537.17
20111007,516.83,520.5,510.3,515.12,2855900,515.12
20111006,507.5,515.23,502.6,514.71,3424300,514.71
20111005,496.35,507.8,480.77,504.7,4534100,504.7
20111004,490.03,503.44,480.6,501.9,4158800,501.9
20111003,509.85,512,495,495.52,4474400,495.52
20110930,520.21,524,514.38,515.04,2723600,515.04
20110929,536.04,537.3,519.41,527.5,2906600,527.5
20110928,541.5,544.02,527.7,528.84,2263300,528.84
20110927,538.2,547.05,536.05,539.34,3010900,539.34
20110926,527.25,532.93,513.25,531.89,2634200,531.89
20110923,516.56,526.42,514.5,525.51,2777300,525.51
20110922,526.25,528.78,514,520.66,4400300,520.66
20110921,547.69,555,538.86,539.2,2514300,539.2
20110920,549.4,558.52,542.67,546.63,2779100,546.63
20110919,540.35,549.9,535.38,546.67,2468400,546.67
20110916,544.8,546.84,543.14,546.68,3534300,546.68
20110915,535.5,544.98,534.56,542.56,2960800,542.56
20110914,532.59,536.95,525.82,532.07,2694400,532.07
20110913,532,533.88,523.4,529.52,2354200,529.52
20110912,517.96,531.99,517.5,530.12,2670400,530.12
20110909,531.4,534.65,521.19,524.85,3268800,524.85
20110908,533.8,539.1,531.9,534.96,2380500,534.96
20110907,530.45,535.94,527.4,534.03,2755800,534.03
20110906,510.8,522.76,510.5,522.18,2715800,522.18
20110902,524.47,527.92,520.73,524.84,2401200,524.84
20110901,540.75,543.83,531.22,532.5,2415500,532.5
20110831,544.74,546.3,536,540.96,2693300,540.96
20110830,538.19,542.99,530.81,540.7,2989000,540.7
20110829,534.56,539.45,533.56,539.08,2335800,539.08
20110826,519.99,530.45,513.14,526.86,3596300,526.86
20110825,530.38,537.27,518.3,520.04,3293000,520.04
20110824,519.33,530,517.23,523.29,3594500,523.29
20110823,503.5,521.41,499.06,518.82,4346800,518.82
20110822,504,507,494.53,498.17,4905900,498.17
20110819,499.34,514.87,490.86,490.92,5410000,490.92
20110818,523.47,524.89,500.49,504.88,6290700,504.88
20110817,540.03,543.69,530.77,533.15,4079100,533.15
20110816,552.43,552.44,530.3,539,6939400,539
20110815,553.43,564.99,546.05,557.23,7144900,557.23
20110812,569.5,570.5,560.4,563.77,3154300,563.77
20110811,553.82,568.5,548.41,562.13,4830600,562.13
20110810,561.38,564.12,547.73,549.01,5369600,549.01
20110809,561,574.61,541.01,573.41,6469700,573.41
20110808,562.98,569,544.35,546.02,7496600,546.02
20110805,582.54,590,562,579.04,5929100,579.04
20110804,594.5,598.85,577.47,577.52,4914600,577.52
20110803,594.27,603,583.63,601.17,3825700,601.17
20110802,606,609.67,591.57,592.4,3200600,592.4
20110801,611.22,615.5,599.18,606.77,3966100,606.77
20110729,604.23,614.96,603.69,603.69,4137400,603.69
20110728,605.19,615.98,603,610.94,3108400,610.94
20110727,617.18,620.95,604.75,607.22,3934400,607.22
20110726,618.05,627.5,617.22,622.52,2342900,622.52
20110725,613.36,625.41,613,618.98,3131600,618.98
20110722,605.39,619.5,604.27,618.23,3528200,618.23
20110721,594.03,608.06,594.01,606.99,3469500,606.99
20110720,602.18,602.83,595.35,595.35,2227800,595.35
20110719,596.14,604.68,595.53,602.55,2967500,602.55
20110718,592.49,602.05,592,594.94,4468300,594.94
20110715,597.5,600.25,588.16,597.62,13732100,597.62
20110714,539.12,542,526.73,528.94,6649500,528.94
20110713,537,544,536.48,538.26,2790200,538.26
20110712,528.16,539.42,526,534.01,2841200,534.01
20110711,528.18,535.98,525.5,527.28,2839300,527.28
20110708,532.95,537.65,527.27,531.99,4770200,531.99
20110707,541,550.68,535.88,546.6,3935500,546.6
20110706,533.5,538.51,533.04,535.36,2695600,535.36
20110705,525.3,535.4,525.3,532.44,3849200,532.44
20110701,506.74,521.18,506.38,521.03,3636700,521.03
20110630,501.99,506.67,501.5,506.38,2428400,506.38
20110629,496.54,500.25,492.38,497.57,2343000,497.57
20110628,484.02,496.21,484.02,493.65,2715100,493.65
20110627,474,488.4,473.6,482.8,3444700,482.8
20110624,480.68,480.75,473.02,474.88,3805600,474.88
20110623,482.13,482.86,473.73,480.22,4801700,480.22
20110622,491.45,492.35,486.73,487.01,2407100,487.01
20110621,487.19,493.94,484.73,493,2765400,493
20110620,485,486.23,479.23,484.58,3028600,484.58
20110617,506.18,506.69,484.8,485.02,5245400,485.02
20110616,502.81,506.57,496.67,500.37,2757000,500.37
20110615,505.03,508.35,500.61,502.95,2073300,502.95
